CIN,CompanyName,CompanyROCcode,CompanyCategory,CompanySubCategory,CompanyClass,AuthorizedCapital,PaidupCapital,CompanyRegistrationdate_date,Registered_Office_Address,Listingstatus,CompanyStatus,CompanyStateCode,CompanyIndian/Foreign Company,nic_code,CompanyIndustrialClassification
U45200AN2009PTC000124,AYUSH JOTI BUILDERS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2009-11-23,"SHOP NO. 7   BENGALI CLUB BUILDING,PORT BLAIR,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,45200,Construction
U45200AN2015PTC000253,LEMON HOUSING PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2015-04-10,"Opp. GOVT SCHOOL PLAY GROUND, BHATU BASTI,   GARACHARMA (PO), S/ ANDAMAN, PORT BLAIR,Andaman,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,45200,Construction
U73100AN2022PTC005607,PYINMA TECHNOLOGIES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2022-06-28,"C/O Muthu Kumaran E   Teylorabad, South Andaman,PortBlair,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,73100,"Community, personal and Social Services"
U50404AN2012PTC000181,MOHAN AUTOMOTIVES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,12500000.00,11846500.00,2012-10-30,"JUNGLIGHAT   OPP. SUPER ELECTRONICS,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,50404,Trading
U74900AN2009PTC000116,MOUNTAIN EDGE TOURS AND HOLIDAYS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,10000000.00,500000.00,2009-06-18,"OPPOSITE RAJASTHAN MANCH   SHADIPUR,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744106-India",Unlisted,Under Liquidation,andaman and nicobar islands,Indian,74900,Business Services
U61200AN2010PTC000134,SAKTHI SHIPPING LOGISTICS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,2000000.00,2000000.00,2010-03-22,"JUNGLIGHAT,PORT BLAIR,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,61200,"Transport, storage and Communications"
U45400AN2012PTC000172,S P SHUKLA BUILDERS AND CONTRACTORS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2012-03-21,"NO.335   PROTHRAPUR-II,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,45400,Construction
U70109AN2013PTC000189,ISLAND GATEWAY PROPERTY DEVELOPERS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,500000.00,500000.00,2013-03-27,"1/86 JN ROAD   HADDO,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,70109,Real Estate and Renting
U93000AN2013PTC000210,ORCHESTRATE HOLIDAY PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2013-09-16,"125 MG ROAD   GOALGHAR,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,93000,"Community, personal and Social Services"
U74999AN2016PTC000291,ANDAMAN LEISURE PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,100000.00,100000.00,2016-03-16,"Kalawati   Phonix bay,Port Blair,Andaman Islands,Andaman and Nicobar Islands,744102-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,74999,Business Services
U15543AN2010PTC000137,ECOGEN CRYSTALLINE WATER PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,500000.00,100000.00,2010-04-05,"57(1) DAIRY FARM   WARD NO.7,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,15543,Manufacturing (Food stuffs)
U55101AN2013PTC000190,BLUE GREEN BEACH RESORT PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2013-04-05,"C 19 KODIYAGHAT BIMBLITAN MAKHAPAHAR,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,55101,Trading
U55204AN2019PTC005456,SAS ECO PROJECTS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,2000000.00,2000000.00,2019-07-29,"C/O S K SREEDHARAN, SAROOP LALL COMPLEX   OPP MARTHOMA CHURCH,GOALGHAR,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,55204,Trading
U05000AN2014PTC000234,GATEWAY FISHING & LOGISTICS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2014-10-31,"JN ROAD   HADDO,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744102-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,05000,Agriculture and Allied Activities
U63040AN2006PTC000077,ANDAMAN EXPLORERS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,540000.00,2006-07-05,"WILD ORCHID, VIJAY NAGAR   HAVELOCK,ANDAMAN,Andaman and Nicobar Islands,744102-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,63040,"Transport, storage and Communications"
U79110AN2024OPC006117,MAS MESMERIZING ANDAMAN SERVICES (OPC) PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,One Person Company,100000.00,20000.00,2024-10-01,"Opg, Dollugunj,,Under Port Blair,Port Blair,South Andaman,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,79110,"Community, personal and Social Services"
U41000AN2005PTC000076,ANDAMAN WATERS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2005-08-23,"Mehmood Manzil, S.No.M.B 33,   Atlanta Point,Abeerdeen Bazaar,Port Blair,Andaman and Nicobar Islands,744101-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,41000,"Electricity, Gas and Water companies"
U52341AN2007PTC000092,MEGAPODE TRADING COMPANY PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2007-12-28,"NO.1, I FLOOR, AKASH MARKET   BATHUBASTHI, PORT BLAIR,ANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,52341,Trading
U55101AN1986PTC000020,ANDAMAN RESORTS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,500000.00,1986-11-13,"No 2   Middle Point,Port Blair,Andaman and Nicobar Islands,744104-India",Unlisted,Active,andaman and nicobar islands,Indian,55101,Trading
U55101AN1994PTC000048,ISLET FOOD PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,500000.00,310000.00,1994-12-06,"MB5 Atlanta Point   GB Panth Hospital Road,Port Blair,Andaman and Nicobar Islands,744104-India",Unlisted,Active,andaman and nicobar islands,Indian,55101,Trading
U55101AN2008PTC000094,CORAL SEA RESORT (ANDAMAN) PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,200000.00,200000.00,2008-01-31,"BURMANALLA   PO BIMBLITAN,PORT BLAIR,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,55101,Trading
U55101AN2008PTC000101,BLUE PLANET HOTELS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,500000.00,100000.00,2008-08-18,"ABERDEEN BAZAR,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,55101,Trading
U55101AN2013PTC000196,BLUE GREEN VENTURES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2013-06-06,"1/86 FIRST FLOOR   J N ROAD HADDO,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744102-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,55101,Trading
U55102AN2009PTC000110,EMERALD GECKO(ANDAMANS) RESORTS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,6000000.00,4800000.00,2009-03-24,"M.B 15   M.G ROAD,PORT BLAIR,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,55102,Trading
U55204AN2018PTC005404,AGMAATHEY HOSPITALITY PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,900000.00,2018-05-08,"HOUSE NO-MB 31, M A ROAD   PHOENIX BAY,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,55204,Trading
U01611AN2023PTC006005,ANDAMAN HORTICULTURE PRODUCER COMPANY LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1500000.00,10000.00,2023-04-10,"ATS Building, Opposite Subramanyan Basati,,Marketing complex,Rangat,North And Middle Andaman,Andaman and Nicobar Islands,744205-India",Unlisted,Active,andaman and nicobar islands,Indian,01611,Agriculture and Allied Activities
U05000AN2008PTC000105,MADURAI MEENAKSHI FISHING COMPANY PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,500000.00,100000.00,2008-12-12,"CH-43,PARANASALA   RAMPUR,RANGAT,Andaman and Nicobar Islands,744206-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,05000,Agriculture and Allied Activities
U63030AN2019PTC005471,NICO TECHNOLOGIES AND TRAVEL SOLUTIONS PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1000000.00,75000.00,2019-10-18,"SURVEY NO. 36/2, 29 KM   GANDHI NAGAR, GREAT NICOBAR,CAMPBELL BAY,Nicobar Islands,Andaman and Nicobar Islands,744302-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,63030,"Transport, storage and Communications"
U68200AN2023PTC006068,SOUTHERNBULLS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2023-12-26,"C/O M NACHAMMAL H/ROAD,NR.A1/1502,Port Blair,South Andaman,Andaman and Nicobar Islands,744102-India",Unlisted,Active,andaman and nicobar islands,Indian,68200,Real Estate and Renting
U51900AN2010PTC000138,SEA BAY TRADELINKS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2010-04-21,"#45,VIP ROAD, OPP: I.T.F. GROUND,PORTBLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,51900,Trading
U52609AN2021PTC005513,A I N EARTH MOVERS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,500000.00,100000.00,2021-01-13,"C/o V Haridya Raja, Ward No 2,   Village Bimblitan, Garacharama,PortBlair,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,52609,Trading
U50401AN2015OPC000269,OM SAI RAM PACKERS & MOVERS PRIVATE LIMITED (OPC),ROC Andaman,Company limited by shares,Non-government company,One Person Company,100000.00,100000.00,2015-08-07,"AUSTINABAD   PORT BLAIR, SERIAL NO.83,ANDAMAN ISLANDS,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,50401,Trading
U70109AN2017PTC005338,HANIF INFRASTRUCTURE PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2017-02-08,"M/LINE   CIVIL WIRLESS JUN.,ANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744106-India",Unlisted,Active,andaman and nicobar islands,Indian,70109,Real Estate and Renting
U74999AN2017PTC005355,RUBIECUBE PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,100000.00,100000.00,2017-05-25,"NO 14, MARTHOMA CHURCH COMPLEX   GOALGHAR,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744102-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,74999,Business Services
U74999AN2019PTC005434,ANILKUMAR KRISHNAMMA TRADERS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2019-01-21,"SHRI NARAYAN ADAK   SUR 38/1/1/4 TEYLERABAD VILLAGE,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,74999,Business Services
U74999AN2022OPC005611,PADMAYAM (OPC) PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,One Person Company,100000.00,30000.00,2022-07-27,"C/O MANGALA KRISHNA, OPP. TO ROMAN   CATHOLIC CHURCH,PHOENOX BAY,,PORTBLAIR,Andaman Islands,Andaman and Nicobar Islands,744102-India",Unlisted,Active,andaman and nicobar islands,Indian,74999,Business Services
U55100AN2009PTC000115,U AND I RESORTS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,989630.00,2009-06-18,"HAVELOCK,PORT BLAIR,Andaman and Nicobar Islands,744206-India",Unlisted,Active,andaman and nicobar islands,Indian,55100,Trading
U55200AN2021PTC005554,JUNGLEVILLA RESORT & SPA PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1500000.00,100000.00,2021-10-13,"C/O BINITH DAS, 01, OPP. GOLDEN PEBBLE   GOVINDA NAGAR, PORT BLAIR, SOUTH ANDAMAN,ANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744211-India",Unlisted,Active,andaman and nicobar islands,Indian,55200,Trading
U55209AN2018PTC005409,CORAL ISLAND BEACH RESORT PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,2000000.00,200000.00,2018-05-31,"GOVINDA NAGAR   PORT BLAIR SOUTH ANDAMAN,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744211-India",Unlisted,Active,andaman and nicobar islands,Indian,55209,Trading
U63031AN2019PTC005474,INFO INDIA TOUR AND HOLIDAYS PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,10000.00,10000.00,2019-11-21,"C/o Kulandai Velu, C-18, V/Nagar   Bambooflat, Ferrargunj Tehsil,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744107-India",Unlisted,Active,andaman and nicobar islands,Indian,63031,"Transport, storage and Communications"
U63040AN2012PTC000168,ANDAMAN WORLD TRAVELS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2012-01-21,"GARACHARMA-III/A,PORT BLAIR,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,63040,"Transport, storage and Communications"
U41001AN2023PTC006023,RAJARAJ PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,20000.00,20000.00,2023-07-21,"Babu Line, Aberdeen,Bazar,Portblair,South Andaman,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,41001,Construction
U45101AN2018PTC005418,GRETECH ENGINEERS AND BUILDERS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,5000000.00,150000.00,2018-09-27,"C/O.GURJIT SIINGH GREWAL,GOVT CONTRACTOR   CAMPBELL BAY, BAZAR CAMPBELL BAY,,GREAT NICOBAR, NICOBAR,Nicobar Islands,Andaman and Nicobar Islands,744302-India",Unlisted,Active,andaman and nicobar islands,Indian,45101,Construction
U45200AN2008PTC000098,MALIK INFRASTRUCTURE (INDIA) PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,2008-05-27,"MGR 3/A,   JUNGLIGHAT,PORT BLAIR,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,45200,Construction
U21098AN2016PTC000279,DIGITAL ARTS TECHNOLOGIES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2016-02-01,"RGT ROAD, NEAR MURUGAN TEMPLE,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,21098,"Manufacturing (Paper and Paper products, Publishing, printingand reproduction of recorded media)"
U85500AN2024NPL006083,LAHSIV FOUNDATION,ROC Andaman,Company limited by shares,Non-government company,Private,1500000.00,1000000.00,2024-02-16,"NO.3, 1ST FLOOR, BLOCK B,,HARMONY COMPLEX, M G ROAD,Port Blair,South Andaman,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,85500,"Community, personal and Social Services"
U52330AN2008PTC000093,FY TRADING COMPANY PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,2000000.00,2000000.00,2008-01-23,"TOWER HOUSE   ABERDEEN BAZAR,PORT BLAIR,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,52330,Trading
U45400AN2019PTC005439,N.VIJAYAN PILLAI CONSTRUCTION PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2019-02-12,"Room No 2, Ground Floor, JK Agency   Hawamahal, North & Middle Andaman,RANGAT,Andaman Islands,Andaman and Nicobar Islands,744205-India",Unlisted,Active,andaman and nicobar islands,Indian,45400,Construction
U72900AN2020PTC005489,VIAPLUS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1500000.00,50000.00,2020-08-04,"PLOT NO.1/5, VIVEKANANDA COLONY   GARACHARMA, BATHUBASTHI, PORT BLAIR,SOUTHANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,72900,Business Services
U74999AN2011PTC000150,VANGUARD SHIPPING SERVICES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,500000.00,100000.00,2011-01-24,"NO 164 HOTEL JAI MATHI 1st FLOOR   PHONEIX BAY,PORT BLAIR,Andaman and Nicobar Islands,744101-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,74999,Business Services
U62099AN2023PTC006002,TRADETRONIX SOFTWARES PLATFORM PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,10000.00,2023-03-20,"PLOT NO. 245, BEHIND SAPNA THEATRE,,NEW PAHARGAON,,Port Blair,South Andaman,Andaman and Nicobar Islands,744103-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,62099,Business Services
U55101AN2025PTC006136,PRISTINE ANDAMAN PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1500000.00,100000.00,2025-03-28,"Survey No.402/1/P,WNo. 24,Bathu Basti,Prothrapur,Port Blair,South Andaman,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,55101,"Transport, storage and Communications"
U41001AN2023PTC006017,DWEEP TECHNOHUB PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2023-06-21,"H.No 390 Maharaja Nagar,,Near Mohan Ford Service,,Port Blair,South Andaman,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,41001,Construction
